ID,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,DOB,PensionFormula,EmployerURL,Location,TotalWages
2937,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0,0,0,0,0,09-11-1969,,iitram.ac.in,Ahmedabad,642.6
37375,Dharamsinh Desai University,22879.56,38749.56,0,0,9388,,0,13-08-1955,,ddu.ac.in,Nadiad,9960
90607,Gujarat Forensic Sciences University,85188,150792,0,0,42109.5,,21569.28,21-01-1957,2.00% @ 55,gfsu.edu.in,,158440.9
116662,Shri Govind Guru University,30024,108996,0,0,36,,9237.72,04-10-1979,2.00% @ 60,sggu.ac.in,Godhra,105209.36
32117,Anand Agricultural University,22879.56,38749.56,0,0,5988.75,,0,27-06-1974,,www.aau.in,Anand ,7476.25
14102,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,44,0,0,01-05-1950,,sdau.edu.in,Palanpur,44
101413,Sardar Patel University,49512,66192,0,0,3808.8,0,0,25-03-1981,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,34412.8
117493,Shri Govind Guru University,59076,131088,0,,1333.2,0,23270.64,27-02-1973,2.00% @ 62,sggu.ac.in,Godhra,70061.04
103585,Sardar Patel University,22879.56,38749.56,0,0,4394,,0,26-02-1965,,spuvvn.edu,,4394
43430,Maharaja Krishnakumarsinhji Bhavnagar University,49512,66192,0,0,0,0,17631.72,03-05-1977,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,22809.88
114396,Gujarat National Law University,28079.4,41432.76,0,,0,,0,04-06-1975,,gnlu.ac.in,Gandhinagar,3106.45
119517,Shri Govind Guru University,22879.56,38749.56,0,0,3096.5,,0,24-09-1951,,sggu.ac.in,Godhra,3096.5
42959,Maharaja Krishnakumarsinhji Bhavnagar University,49512,66192,0,0,250,,0,17-10-1956,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,,7752.36
90992,Gujarat Forensic Sciences University,7260,60312,0,0,19028,0,0,22-04-1969,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,Gandhinagar,19028
95229,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,5893.33,0,0,26-08-1969,,gfsu.edu.in,,11717.54
65246,Gujarat University,28152,66204,0,0,0,,0,21-07-1959,,gujaratuniversity.org.in,Ahmedabad,1622.4
9402,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,0,0,21-11-1988,,sdau.edu.in,Palanpur,136.5
2757,Institute of Infrastructure Technology Research and Management,28079.4,41432.76,0,0,0,,0,20-06-1989,,iitram.ac.in,Ahmedabad,520
9735,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,104,0,0,19-08-1967,,sdau.edu.in,Palanpur,1170
114550,Gujarat National Law University,49512,66192,0,0,6731.2,0,0,13-11-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar,14256.8
49300,Gujarat Ayurved University,22879.56,38749.56,0,0,4216.2,,0,17-03-1987,,ayurveduniversity.edu.in,Jamnagar,4216.2
85241,Navsari Agricultural University,28079.4,41432.76,0,0,0,,0,25-08-1982,,www.nau.in,Navsari,2639
89233,Gujarat Forensic Sciences University,39516,69396,0,0,650,0,16100.52,15-11-1963,2.00% @ 55,gfsu.edu.in,Gandhinagar,47766.92
2526,Institute of Infrastructure Technology Research and Management,85188,150792,0,0,28930.03,0,14542.67,01-08-1972,2.00% @ 55,iitram.ac.in,Ahmedabad,140642.83
65263,Gujarat University,28152,66204,0,0,0,0,0,05-01-1956,,gujaratuniversity.org.in,Ahmedabad,1035.21
88671,Gujarat Forensic Sciences University,30024,108996,0,19509.57,15,,5392.32,07-04-1969,2.00% @ 55,gfsu.edu.in,Gandhinagar,35063.14
9558,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,0,0,07-11-1959,,sdau.edu.in,Palanpur,419.9
37296,Dharamsinh Desai University,22879.56,38749.56,0,0,1790.8,0,0,17-09-1951,,ddu.ac.in,,2726.9
82819,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,2308.8,,0,05-07-1956,,msubaroda.ac.in,,2308.8
123565,Veer Narmad South Gujarat University,22879.56,38749.56,0,0,1123.1,0,0,12-04-1978,,vnsgu.ac.in,Surat,1123.1
60251,Gujarat University,44712,157800,0,0,62.26,0,9319.08,21-10-1956,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,77390.26
91473,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,,0,16-03-1979,,gfsu.edu.in,,858
108280,Saurashtra University,49512,66192,0,0,128.8,0,22.41,25-09-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,7909.78
62666,Gujarat University,49512,66192,0,0,409.2,0,46.02,27-05-1956,2.00% @ 55,gujaratuniversity.org.in,,12276
122330,Veer Narmad South Gujarat University,49512,66192,0,0,0,0,0,14-04-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,vnsgu.ac.in,Surat,11193.5
42419,Maharaja Krishnakumarsinhji Bhavnagar University,28079.4,41432.76,0,0,0,,0,08-08-1976,,www.mkbhavuni.edu.in,Bhavnagar,156
58070,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,352.8,,0,27-03-1966,,www.guts.education,Ahmedabad,352.8
30781,Anand Agricultural University,28079.4,41432.76,0,0,0,0,0,21-02-1967,,www.aau.in,Anand ,219.1
7507,Sardarkrushinagar Dantiwada Agricultural University,29976,42336,0,,253.7,0,0,05-08-1973,,sdau.edu.in,Palanpur,1708.7
18630,Shree Somnath Sanskrit University,22879.56,38749.56,0,,4258.3,0,0,17-06-1958,,sssu.ac.in,Veraval,4258.3
83582,Navsari Agricultural University,31200,53496,0,43.61,1.78,,0,17-09-1954,2.00% @ 62,www.nau.in,,395.75
93137,Gujarat Forensic Sciences University,59076,131088,0,0,0,,22.41,01-01-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,,9851.33
111647,Saurashtra University,22879.56,38749.56,0,0,999,0,0,08-07-1966,,saurashtrauniversity.edu,Rajkot,999
39141,Dharamsinh Desai University,28152,66204,0,,0,0,0,22-11-1967,,ddu.ac.in,,1572
19800,Ganpat University,59076,131088,0,0,1992.28,,17616.78,04-02-1981,2.00% @ 55,gu.ac.in,Mehsana,25010.66
67557,Gujarat Technological University,36120,63480,0,0,1405.65,0,9194.16,14-11-1960,2.00% @ 55,gtu.ac.in,Ahmedabad,47367.05
120424,Shri Govind Guru University,54648,77856,0,0,3705.79,0,7698.1,25-09-1963,2.00% @ 55,sggu.ac.in,Godhra,50013.79
19623,Ganpat University,49512,66192,0,0,2777.18,,23270.64,15-09-1967,2.00% @ 62,gu.ac.in,Mehsana,36177.76
48233,Gujarat Ayurved University,37476,65820,0,0,650,0,22710.84,01-09-1971,2.00% @ 60,ayurveduniversity.edu.in,Jamnagar,48744.35
48626,Gujarat Ayurved University,67656,150792,0,0,0,,9090.12,06-09-1953,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,73488.4
22173,Bhakta Kavi Narsinh Mehta University,85188,150792,0,0,0,0,17631.72,12-02-1958,2.00% @ 55,www.bknmu.edu.in,Junagadh,97865.32
110268,Saurashtra University,22879.56,38749.56,0,,0,0,0,21-04-1984,,saurashtrauniversity.edu,Rajkot,398.25
122035,Veer Narmad South Gujarat University,49512,66192,0,0,5715.6,,89.64,08-07-1968,2.00% @ 55,vnsgu.ac.in,Surat,57827.6
102605,Sardar Patel University,22879.56,38749.56,0,0,5877.8,,0,12-02-1988,,spuvvn.edu,,11987.4
79909,Maharaja Sayajirao University of Baroda,49512,66192,0,0,739.44,,8815.86,19-03-1978,,msubaroda.ac.in,,18814.24
23590,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,0,,0,08-10-1954,,www.bknmu.edu.in,Junagadh,9658.13
122381,Veer Narmad South Gujarat University,59076,131088,0,,4122.73,,10019.37,09-01-1966,2.00% @ 62,vnsgu.ac.in,,57760.14
116366,Gujarat National Law University,28152,66204,0,0,1600.2,,0,19-07-1985,,gnlu.ac.in,,4578.81
82103,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,2926.75,0,0,12-03-1982,,msubaroda.ac.in,Vadodara,3593.75
23752,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,1833.75,,0,24-03-1972,,www.bknmu.edu.in,Junagadh,3791.26
98442,Sardar Patel University,66408,85752,50.76,117.29,0,,0,26-05-1974,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,801.32
118164,Shri Govind Guru University,49512,66192,0,0,0,,17631.72,06-03-1979,2.00% @ 62,sggu.ac.in,,32971.36
96002,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,2592.15,,0,14-07-1979,,gfsu.edu.in,Gandhinagar,2735.9
27528,Dr. Babasaheb Ambedkar Open University,49512,66192,0,,0,0,0,27-04-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,,2419.6
100830,Sardar Patel University,49512,66192,0,0,20754.51,0,10947.72,26-08-1960,2.00% @ 60,spuvvn.edu,Vallabh Vidhyanagar ,36850.26
80963,Maharaja Sayajirao University of Baroda,23587.2,324000,0,0,1704,0,0,10-11-1983,2.00% @ 55,msubaroda.ac.in,,1704
81055,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,0,0,0,21-05-1979,,msubaroda.ac.in,Vadodara,604.5
48762,Gujarat Ayurved University,23587.2,324000,0,0,500,,0,25-02-1952,,ayurveduniversity.edu.in,,500
112955,Saurashtra University,28152,66204,0,0,1155.67,0,0,27-04-1973,,saurashtrauniversity.edu,Rajkot,3467.01
35743,Dharamsinh Desai University,32556,59856,0,0,1837.4,,17631.72,21-03-1953,2.00% @ 55,ddu.ac.in,Nadiad,43472.28
93027,Gujarat Forensic Sciences University,59076,131088,0,0,0,,0,01-01-1988,,gfsu.edu.in,Gandhinagar,14683.2
66610,Krantiguru Shyamji Krishna Verma Kachchh University,97968,173388,0,8977.5,0,0,0,07-09-1971,,kskvku.digitaluniversity.ac,,40551
7346,Sardarkrushinagar Dantiwada Agricultural University,31200,48888,0,,3423.6,0,23270.64,06-02-1988,2.00% @ 55,sdau.edu.in,,43104.24
55199,Gujarat University of Transplantation Sciences,59076,131088,0,0,1953.2,,9237.72,23-06-1953,2.00% @ 62,www.guts.education,,39910.2
100158,Sardar Patel University,85188,150792,0,,15505,,0,10-07-1974,,spuvvn.edu,Vallabh Vidhyanagar ,46015
1067,Institute of Infrastructure Technology Research and Management,34152,59976,0,0,650,0,8467.91,23-06-1965,2.00% @ 60,iitram.ac.in,Ahmedabad,44003.89
84570,Navsari Agricultural University,59076,131088,0,0,0,,8998.68,12-05-1974,2.00% @ 62,www.nau.in,Navsari,72960.63
23863,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,5172.36,,0,06-04-1950,,www.bknmu.edu.in,,7631.82
15661,Hemchandracharya North Gujarat University,67656,143952,0,0,0,0,9319.08,06-05-1963,2.00% @ 62,ngu.ac.in,Patan,77163
6895,Sardarkrushinagar Dantiwada Agricultural University,92088,292068,0,0,762,0,8564.64,14-07-1975,2.00% @ 62,sdau.edu.in,Palanpur,241985
17226,Hemchandracharya North Gujarat University,22879.56,38749.56,0,0,1278.35,,0,05-03-1957,,ngu.ac.in,,1278.35
71442,Gujarat Technological University,49512,66192,0,0,2615.4,0,9090.12,16-08-1951,2.00% @ 62,gtu.ac.in,,21431.64
49131,Gujarat Ayurved University,22879.56,38749.56,0,0,4104.37,0,0,06-11-1966,,ayurveduniversity.edu.in,Jamnagar,5239.27
27675,Dr. Babasaheb Ambedkar Open University,49512,66192,0,0,0,0,0,06-03-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad,2404.21
62734,Gujarat University,49512,66192,0,0,0,,0,04-01-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,2419.6
102635,Sardar Patel University,22879.56,38749.56,0,0,6500,,0,23-09-1983,,spuvvn.edu,Vallabh Vidhyanagar ,9272
85534,Navsari Agricultural University,49512,66192,0,0,14174.65,0,419.44,20-07-1970,2.00% @ 55,www.nau.in,Navsari,36040.35
37634,Dharamsinh Desai University,22879.56,38749.56,0,0,4189.57,,0,21-10-1989,,ddu.ac.in,,4241.23
15513,Hemchandracharya North Gujarat University,52464,125736,0,0,1890.5,,9237.72,05-10-1978,2.00% @ 62,ngu.ac.in,Patan,77854.54
101660,Sardar Patel University,59076,131088,0,0,4971.24,0,17631.72,18-09-1972,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,53796.08
122966,Veer Narmad South Gujarat University,22879.56,38749.56,0,0,6538,0,0,13-08-1951,,vnsgu.ac.in,Surat,7849
90801,Gujarat Forensic Sciences University,85188,150792,0,0,23.87,,9329.16,10-03-1981,2.00% @ 55,gfsu.edu.in,Gandhinagar,105769.32
22156,Bhakta Kavi Narsinh Mehta University,85188,150792,0,0,7689.55,0,23270.64,11-09-1961,2.00% @ 55,www.bknmu.edu.in,Junagadh,83061.27
29224,Anand Agricultural University,56316,98904,0,,39340.2,0,20451.18,23-11-1950,2.00% @ 55,www.aau.in,Anand ,100990.62
104394,Sardar Patel University,22879.56,38749.56,0,0,6997.5,0,0,04-02-1952,,spuvvn.edu,,6997.5
41904,Maharaja Krishnakumarsinhji Bhavnagar University,85188,150792,0,0,0,,17631.72,14-06-1960,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,91629.04
116100,Gujarat National Law University,22879.56,38749.56,0,0,465.4,0,0,02-02-1976,,gnlu.ac.in,,465.4
40360,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,0,0,0,13-05-1968,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,438.6
50916,Gujarat University of Transplantation Sciences,46764,82152,0,0,650,0,9797.64,16-02-1978,2.00% @ 62,www.guts.education,Ahmedabad,63476.36
36008,Dharamsinh Desai University,49512,66192,0,0,0,,2165.16,02-04-1974,2.00% @ 62,ddu.ac.in,Nadiad,52173.4
38807,Dharamsinh Desai University,50148,71304,0,0,1023.79,0,17631.72,25-01-1952,2.00% @ 55,ddu.ac.in,,49216.11
27950,Dr. Babasaheb Ambedkar Open University,59076,131088,0,0,0,0,0,24-03-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad,7174.49
5097,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,1636.8,,0,08-11-1955,,iitram.ac.in,Ahmedabad,1636.8
24306,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,318.5,0,0,08-02-1970,,www.bknmu.edu.in,Junagadh,318.5
99864,Sardar Patel University,85188,150792,0,0,11257.8,0,10687.2,23-03-1972,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,126155.8
93889,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,0,0,0,11-06-1958,,gfsu.edu.in,Gandhinagar,242.05
83334,Maharaja Sayajirao University of Baroda,28152,66204,434.16,0,0,,0,14-03-1956,,msubaroda.ac.in,,5038.91
54235,Gujarat University of Transplantation Sciences,28079.4,41432.76,0,,0,,0,27-05-1967,,www.guts.education,Ahmedabad,968.5
42039,Maharaja Krishnakumarsinhji Bhavnagar University,132,2880,0,0,1000,0,0,17-11-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,,1000
116246,Gujarat National Law University,67656,126600,0,0,13490.34,0,9030.16,15-04-1957,2.00% @ 62,gnlu.ac.in,Gandhinagar,76598.95
54255,Gujarat University of Transplantation Sciences,28079.4,41432.76,0,0,0,0,0,02-03-1979,,www.guts.education,,322.5
27944,Dr. Babasaheb Ambedkar Open University,59076,131088,0,0,0,,0,22-01-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,baou.edu.in,Ahmedabad,2856.82
81510,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,2233.2,0,0,19-01-1982,,msubaroda.ac.in,Vadodara,2293.7
109845,Saurashtra University,74988,140976,0,0,600,0,11076.13,22-08-1981,2.00% @ 60,saurashtrauniversity.edu,Rajkot,60116
14680,Sardarkrushinagar Dantiwada Agricultural University,50148,71304,0,,1023.79,,17109.6,10-02-1981,2.00% @ 62,sdau.edu.in,Palanpur,49075.66
3272,Institute of Infrastructure Technology Research and Management,49512,66192,0,0,0,0,0,10-08-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,iitram.ac.in,Ahmedabad,10340.24
104303,Sardar Patel University,22879.56,38749.56,0,0,2223,0,0,05-09-1972,,spuvvn.edu,Vallabh Vidhyanagar ,2223
109321,Saurashtra University,59076,131088,0,0,0,0,2710.98,07-02-1976,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,18640.8
35327,Dharamsinh Desai University,28079.4,41432.76,0,,0,,0,13-05-1956,,ddu.ac.in,Nadiad,1573
80770,Maharaja Sayajirao University of Baroda,42852,80304,0,0,650,0,23270.64,13-11-1963,2.00% @ 55,msubaroda.ac.in,Vadodara,57218.57
7347,Sardarkrushinagar Dantiwada Agricultural University,31200,48888,448.67,72.49,3124.04,0,5636.72,15-04-1989,2.00% @ 62,sdau.edu.in,Palanpur,25443.76
2304,Institute of Infrastructure Technology Research and Management,67656,143952,0,0,0,0,17631.72,18-10-1960,2.00% @ 62,iitram.ac.in,Ahmedabad,70873.16
91569,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,,0,08-11-1972,,gfsu.edu.in,Gandhinagar,235.3
50211,Gujarat Ayurved University,22879.56,38749.56,0,0,573,,0,18-09-1975,,ayurveduniversity.edu.in,,573
33405,Anand Agricultural University,73740,93456,20846.38,0,750,0,9389.16,13-10-1986,2.00% @ 55,www.aau.in,,110533.58
87956,Navsari Agricultural University,28152,66204,0,0,732.69,,0,09-07-1957,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,,3758.53
120343,Shri Govind Guru University,22879.56,38749.56,0,0,1762.35,0,0,06-06-1986,,sggu.ac.in,,1762.35
18459,Shree Somnath Sanskrit University,22879.56,38749.56,0,0,396,,0,22-06-1961,,sssu.ac.in,Veraval,396
113336,Gujarat National Law University,34152,59976,0,4.3,0,0,0,01-08-1954,2.00% @ 62,gnlu.ac.in,Gandhinagar,482.95
77887,Maharaja Sayajirao University of Baroda,26928,38172,0,0,0,0,0,09-03-1975,,msubaroda.ac.in,,364
68037,Gujarat Technological University,34152,59976,63.59,0,650,,17631.72,01-09-1989,2.00% @ 62,gtu.ac.in,Ahmedabad,39088.75
90636,Gujarat Forensic Sciences University,85188,150792,0,0,11416.8,,22015.08,24-04-1962,2.00% @ 55,gfsu.edu.in,Gandhinagar,120214.52
12489,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,800.05,0,0,13-08-1952,,sdau.edu.in,Palanpur,800.05
50229,Gujarat Ayurved University,22879.56,38749.56,0,0,363,0,0,14-08-1956,,ayurveduniversity.edu.in,Jamnagar,363
47702,Gujarat Ayurved University,59076,131088,0,0,1489.81,,23189.73,26-11-1968,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar,69229.89
47982,Gujarat Ayurved University,14496,38028,0,,7940.2,,0,23-03-1960,,ayurveduniversity.edu.in,Jamnagar,7940.2
18790,Ganpat University,34152,59976,0,0,650,0,23270.64,17-09-1982,2.00% @ 60,gu.ac.in,Mehsana,44820.48
104368,Sardar Patel University,22879.56,38749.56,0,0,799.3,,0,10-10-1964,,spuvvn.edu,,799.3
101309,Sardar Patel University,49512,66192,0,0,0,0,0,06-01-1953,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,2426.4
119222,Shri Govind Guru University,22879.56,38749.56,0,0,80.5,,0,23-03-1978,,sggu.ac.in,,80.5
108443,Saurashtra University,49512,66192,0,,0,,0,06-09-1979,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,7202.8
70321,Gujarat Technological University,14496,38028,0,0,24000,0,0,21-06-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,24000
70259,Gujarat Technological University,85188,150792,0,0,16434.25,,0,06-08-1983,,gtu.ac.in,Ahmedabad,35216.25
63764,Gujarat University,22879.56,38749.56,0,0,1051.1,,0,12-05-1980,,gujaratuniversity.org.in,Ahmedabad,1874.5
102814,Sardar Patel University,22879.56,38749.56,0,,4080,0,0,09-04-1967,,spuvvn.edu,,4080
103801,Sardar Patel University,44220,62556,0,0,1023.79,,22015.08,03-02-1975,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,41434.71
24732,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,33,0,0,11-09-1955,,www.bknmu.edu.in,Junagadh,33
101759,Sardar Patel University,59076,131088,0,0,0,,0,12-02-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,12769.2
58049,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,11174.15,0,0,18-04-1951,,www.guts.education,,11174.15
69377,Gujarat Technological University,41640,77832,717,0,650,0,8998.68,25-10-1985,2.00% @ 55,gtu.ac.in,Ahmedabad,52308
16130,Hemchandracharya North Gujarat University,49512,66192,0,0,0,,0,07-11-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,ngu.ac.in,Patan,6414.92
121236,Veer Narmad South Gujarat University,50796,114168,0,0,-82.86,0,19511.36,06-03-1951,2.00% @ 55,vnsgu.ac.in,,55893.16
18909,Ganpat University,60864,213120,0,12542.59,8015,,17631.72,08-09-1975,2.00% @ 55,gu.ac.in,Mehsana,210255.83
109393,Saurashtra University,59076,131088,0,0,0,0,0,23-07-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,5708.43
16180,Hemchandracharya North Gujarat University,49512,66192,0,0,1594.4,0,0,27-02-1971,,ngu.ac.in,Patan,16769.2
12928,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,2486.9,0,0,01-09-1985,,sdau.edu.in,,2486.9
96034,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,4512.2,0,0,27-08-1977,,gfsu.edu.in,Gandhinagar,5153.1
43778,Maharaja Krishnakumarsinhji Bhavnagar University,59076,131088,0,0,12552.04,0,1769.64,06-11-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,37132.44
62206,Gujarat University,49512,66192,0,0,314.62,0,13216.32,09-07-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,26970.02
93993,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,2610.12,0,0,23-04-1959,,gfsu.edu.in,Gandhinagar,5299.62
29941,Anand Agricultural University,31200,48888,0,0,704.94,0,17187.17,27-03-1970,2.00% @ 55,www.aau.in,,43259.66
37227,Dharamsinh Desai University,22879.56,38749.56,0,0,6771.1,0,0,16-07-1966,,ddu.ac.in,Nadiad,9917.1
110846,Saurashtra University,22879.56,38749.56,0,0,12138.25,,0,10-06-1986,,saurashtrauniversity.edu,,14826.25
8881,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,,0,0,0,14-04-1950,,sdau.edu.in,,494
7602,Sardarkrushinagar Dantiwada Agricultural University,22884,36360,0,0,0,0,-303,10-03-1963,2.00% @ 62,sdau.edu.in,Palanpur,34140
87391,Navsari Agricultural University,22879.56,38749.56,0,0,294.8,0,0,04-06-1974,,www.nau.in,Navsari,294.8
37225,Dharamsinh Desai University,22879.56,38749.56,0,0,5912.5,,0,14-01-1955,,ddu.ac.in,Nadiad,8891.3
17224,Hemchandracharya North Gujarat University,22879.56,38749.56,0,0,2009,,0,24-05-1954,,ngu.ac.in,Patan,2009
93771,Gujarat Forensic Sciences University,22879.56,38749.56,0,,0,0,0,24-03-1973,,gfsu.edu.in,Gandhinagar,1935.7
68152,Gujarat Technological University,37380,65700,0,0,695,0,1769.64,24-05-1975,2.00% @ 62,gtu.ac.in,Ahmedabad,52741.28
46742,Maharaja Krishnakumarsinhji Bhavnagar University,28152,66204,0,0,0,0,0,19-11-1969,,www.mkbhavuni.edu.in,Bhavnagar,5100.9
96356,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,2314,,0,21-06-1953,,gfsu.edu.in,,2314
32828,Anand Agricultural University,44220,62556,0,0,-99.19,0,3878.44,26-09-1978,2.00% @ 62,www.aau.in,Anand ,6405.03
74231,Gujarat Technological University,22879.56,38749.56,0,0,1848,0,0,04-07-1963,,gtu.ac.in,Ahmedabad,1848
96811,Gujarat Forensic Sciences University,28152,66204,0,0,0,0,89.64,19-06-1970,2.00% @ 62,gfsu.edu.in,Gandhinagar,13668
111166,Saurashtra University,22879.56,38749.56,0,0,831,0,0,01-02-1951,,saurashtrauniversity.edu,Rajkot,831
66757,Krantiguru Shyamji Krishna Verma Kachchh University,22879.56,38749.56,0,0,1820.5,0,0,04-01-1980,,kskvku.digitaluniversity.ac,,2501.4
60708,Gujarat University,97968,187176,0,0,437.29,0,23270.64,16-06-1985,2.00% @ 55,gujaratuniversity.org.in,,142258.16
90685,Gujarat Forensic Sciences University,85188,150792,0,,0,0,23270.64,16-04-1982,2.00% @ 55,gfsu.edu.in,Gandhinagar,133758.84
24397,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,421.88,0,0,20-02-1966,,www.bknmu.edu.in,Junagadh,421.88
6421,Sardarkrushinagar Dantiwada Agricultural University,34152,59976,21.4,0,-175.38,0,13223.79,14-11-1969,2.00% @ 62,sdau.edu.in,Palanpur,27288.07
91940,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,,0,06-05-1982,,gfsu.edu.in,Gandhinagar,2197
25747,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,2662.95,0,0,04-10-1965,,www.bknmu.edu.in,Junagadh,2662.95
91935,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,0,0,03-04-1980,,gfsu.edu.in,Gandhinagar,1587.3
99115,Sardar Patel University,26928,38172,0,0,0,,0,24-04-1975,,spuvvn.edu,,3008.75
10517,Sardarkrushinagar Dantiwada Agricultural University,59076,131088,0,0,0,,0,11-06-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,6637.32
116292,Gujarat National Law University,22879.56,38749.56,0,,876,,0,02-08-1961,,gnlu.ac.in,Gandhinagar,876
98568,Sardar Patel University,22879.56,291194.4,0,0,0,0,0,11-08-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,212.5
68182,Gujarat Technological University,37380,65700,0,,0,,0,10-11-1977,2.00% @ 60,gtu.ac.in,Ahmedabad,124.25
112956,Saurashtra University,28152,66204,0,0,303.73,0,0,12-06-1972,,saurashtrauniversity.edu,Rajkot,6535.46
36743,Dharamsinh Desai University,59076,131088,0,,0,0,280,19-06-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,Nadiad,8942.8
121480,Veer Narmad South Gujarat University,59076,131088,0,0,26965,0,23270.64,08-02-1970,2.00% @ 62,vnsgu.ac.in,Surat,131792.84
76225,Gujarat Technological University,28152,66204,0,0,121.49,,0,14-10-1970,,gtu.ac.in,Ahmedabad,1917.48
